stratum,level,model,guesser_model,games,length_mean,length_median,length_min,length_sd,loss_rate,length_mean_wins,opponent_mean,opponent_sd,civilian_mean,civilian_sd,rounds,clue_count_mean,clue_count_sd,guesses_mean,guesses_sd,stop_early_rate,n_early_eligible,stop_late_rate,n_late_eligible
all,all,openai/gpt-4o-mini,openai/gpt-4o-mini,527,7.129032258064516,7.0,1,3.1518073173780117,0.5635673624288425,8.882608695652173,3.1176470588235294,1.9009232709501493,2.7590132827324476,1.6900484204073365,3757,2.4548842161298907,0.8552915655161875,1.8182060154378494,0.7734331284550121,0.0013464991023339318,2228,0.9047619047619048,441
all,all,openai/gpt-4o-mini,qwen/qwen3.5-9b,529,10.669187145557656,11.0,1,5.032678768609843,0.7107750472589792,14.084967320261438,3.659735349716446,2.203970402679714,3.1417769376181472,1.9503140431262873,5644,2.4197377746279236,0.8089348224874877,1.2663004961020552,0.5014157440930137,0.5197262479871175,2484,0.20212765957446807,282
all,all,qwen/qwen3.5-9b,google/gemini-2.5-flash,517,8.181818181818182,8.0,1,4.170519712494411,0.7156673114119922,11.238095238095237,3.3307543520309477,2.1880759511120047,2.9400386847195357,1.9702935282967056,4230,2.6408983451536643,1.1566298130958177,1.549645390070922,0.6580125259410846,0.08393782383419689,1930,0.16619718309859155,355
all,all,qwen/qwen3.5-9b,meta-llama/llama-3.3-70b-instruct,508,7.826771653543307,8.0,1,4.252567597884776,0.812992125984252,11.31578947368421,3.501968503937008,2.347938804604956,3.0688976377952755,2.067208325663057,3976,2.714034205231388,1.193679043210853,1.5845070422535212,0.7795508517835322,0.0,1603,0.9246376811594202,345
all,all,qwen/qwen3.5-9b,openai/gpt-4o-mini,505,7.516831683168316,8.0,1,4.101419356210982,0.7623762376237624,10.591666666666667,3.3227722772277226,2.2905898417306063,2.9603960396039604,2.0803349474628066,3796,2.7215489989462593,1.194484171213513,1.6330347734457324,0.8041095762694268,0.003056234718826406,1636,0.9109195402298851,348
all,all,qwen/qwen3.5-9b,qwen/qwen3.5-9b,513,10.598440545808966,11.0,1,5.515121037960347,0.8187134502923976,15.096774193548388,3.7563352826510723,2.4608425221082264,3.304093567251462,2.127095200320867,5437,2.708846790509472,1.1647022620999705,1.2383667463674821,0.4996460661781902,0.5399422521655438,2078,0.28,250
method,strong_hebrew,google/gemini-2.5-flash,google/gemini-2.5-flash,268,7.67910447761194,8.0,1,3.05897279341306,0.332089552238806,9.027932960893855,2.708955223880597,1.8064579403137015,2.3470149253731343,1.529641719501194,2058,2.0811467444120506,0.6743615406065857,1.6744412050534498,0.5833017546593928,0.04462809917355372,1210,0.1552511415525114,438
method,strong_hebrew,google/gemini-2.5-flash,meta-llama/llama-3.3-70b-instruct,257,7.182879377431907,7.0,1,3.5796760662523104,0.6147859922178989,9.454545454545455,3.035019455252918,2.0335898301467443,2.719844357976654,1.853869257979358,1846,2.126218851570964,0.6745834838915621,1.7470205850487541,0.7646876590060742,0.0,927,0.9342857142857143,350
method,strong_hebrew,google/gemini-2.5-flash,openai/gpt-4o-mini,265,7.1169811320754715,7.0,1,3.3952805842602727,0.5358490566037736,9.065040650406504,3.0754716981132075,1.9622291031307342,2.5886792452830187,1.7796897475358657,1886,2.0996818663838814,0.657646236572037,1.8149522799575821,0.7598751627560804,0.0,1051,0.9059139784946236,372
method,strong_hebrew,google/gemini-2.5-flash,qwen/qwen3.5-9b,263,10.475285171102662,11.0,1,4.910492486927211,0.6501901140684411,13.793478260869565,3.4106463878326996,2.180456383100409,3.03041825095057,1.8858215999508554,2755,2.1241379310344826,0.6477559799654871,1.2588021778584393,0.4941465825245312,0.4991289198606272,1148,0.21804511278195488,266
