model,method,guesser_model,board_seed,board_style,trial,count_constraint,status,stage,outcome,loss_reason,game_length,targets_found,target_recovery_rate,assassin_hit,opponent_words_revealed,codemaster_attempts,codemaster_rejected,codemaster_compliance_rate,codemaster_call_failures,guesser_attempts,guesser_rejected,guesser_compliance_rate,guesser_call_failures,started_at,duration_s,terminal_error,error
google/gemini-2.5-flash,strong_hebrew,openai/gpt-4o-mini,99,natural,0,min2,ok,,win,,7,9,1.0,False,3,9,2,0.7777777777777778,0,18,4,0.7777777777777778,0,2026-08-30T19:59:07.354583+00:00,84.908,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,100,dual_0,0,min2,ok,,loss,assassin,1,2,0.2222222222222222,True,0,1,0,1.0,0,3,0,1.0,0,2026-08-30T08:27:43.145387+00:00,16.17,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,101,dual_0,0,min2,ok,,win,,6,9,1.0,False,3,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:29:38.183201+00:00,80.752,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,102,dual_0,0,min2,ok,,win,,9,9,1.0,False,4,9,0,1.0,0,17,0,1.0,0,2026-08-30T08:30:58.934701+00:00,105.596,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,103,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:32:10.937663+00:00,96.294,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,104,dual_0,0,min2,ok,,loss,assassin,3,4,0.4444444444444444,True,1,3,0,1.0,0,7,0,1.0,0,2026-08-30T08:33:47.230955+00:00,39.727,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,105,dual_0,0,min2,ok,,loss,assassin,1,0,0.0,True,0,1,0,1.0,0,1,0,1.0,0,2026-08-30T08:34:26.957101+00:00,8.74,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,106,dual_0,0,min2,ok,,loss,assassin,6,6,0.6666666666666666,True,2,8,2,0.75,0,12,0,1.0,0,2026-08-30T08:35:33.074357+00:00,77.222,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,107,dual_0,0,min2,ok,,loss,assassin,11,8,0.8888888888888888,True,6,11,0,1.0,0,21,2,0.9047619047619048,0,2026-08-30T08:36:50.296043+00:00,125.381,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,108,dual_0,0,min2,ok,,win,,6,9,1.0,False,1,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:38:55.686715+00:00,78.845,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,109,dual_0,0,min2,ok,,win,,7,9,1.0,False,2,7,0,1.0,0,15,0,1.0,0,2026-08-30T08:39:34.338215+00:00,87.533,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,110,dual_0,0,min2,ok,,win,,6,9,1.0,False,0,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:41:01.872586+00:00,80.855,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,111,dual_0,0,min2,ok,,win,,10,9,1.0,False,4,10,0,1.0,0,19,1,0.9473684210526315,0,2026-08-30T08:42:22.727468+00:00,112.971,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,112,dual_0,0,min2,ok,,loss,assassin,7,5,0.5555555555555556,True,2,7,0,1.0,0,12,0,1.0,0,2026-08-30T08:44:15.698134+00:00,77.734,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,113,dual_0,0,min2,ok,,loss,assassin,5,7,0.7777777777777778,True,1,5,0,1.0,0,12,0,1.0,0,2026-08-30T08:45:02.350645+00:00,67.45,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,114,dual_0,0,min2,ok,,win,,8,9,1.0,False,3,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:46:09.800257+00:00,95.909,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,115,dual_0,0,min2,ok,,win,,9,9,1.0,False,4,9,0,1.0,0,18,1,0.9444444444444444,0,2026-08-30T08:47:45.709104+00:00,104.903,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,116,dual_0,0,min2,ok,,win,,8,9,1.0,False,3,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:49:30.612160+00:00,95.947,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,117,dual_0,0,min2,ok,,codemaster_failure,,5,5,0.5555555555555556,False,1,12,7,0.4166666666666667,1,10,0,1.0,0,2026-08-30T08:51:27.302596+00:00,72.362,Codemaster google/gemini-2.5-flash/translate_pipeline failed after 6 attempts: intended_targets not on board: ['חריף'],
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,118,dual_0,0,min2,ok,,win,,8,9,1.0,False,2,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:52:39.665266+00:00,99.075,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,119,dual_0,0,min2,ok,,loss,assassin,7,8,0.8888888888888888,True,3,10,3,0.7,0,15,0,1.0,0,2026-08-30T08:54:18.740079+00:00,94.035,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,120,dual_0,0,min2,ok,,win,,6,9,1.0,False,1,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:55:52.775061+00:00,80.211,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,121,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,12,4,0.6666666666666666,0,16,0,1.0,0,2026-08-30T08:57:12.986282+00:00,103.641,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,122,dual_0,0,min2,ok,,loss,assassin,6,5,0.5555555555555556,True,2,6,0,1.0,0,11,0,1.0,0,2026-08-30T08:58:56.626917+00:00,69.976,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,123,dual_0,0,min2,ok,,win,,7,9,1.0,False,2,11,4,0.6363636363636364,0,15,0,1.0,0,2026-08-30T09:00:06.604019+00:00,98.215,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,124,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T09:01:44.819073+00:00,97.916,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,125,dual_0,0,min2,ok,,loss,assassin,4,5,0.5555555555555556,True,0,4,0,1.0,0,9,0,1.0,0,2026-08-30T09:03:22.734491+00:00,52.507,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,126,dual_0,0,min2,ok,,win,,9,9,1.0,False,4,9,0,1.0,0,17,0,1.0,0,2026-08-30T09:04:15.242194+00:00,107.407,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,127,dual_0,0,min2,ok,,loss,assassin,5,6,0.6666666666666666,True,2,5,0,1.0,0,11,0,1.0,0,2026-08-30T09:05:42.407214+00:00,66.026,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,128,dual_0,0,min2,ok,,win,,7,9,1.0,False,2,7,0,1.0,0,15,0,1.0,0,2026-08-30T09:06:48.432992+00:00,89.586,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,129,dual_0,0,min2,ok,,win,,7,9,1.0,False,3,7,0,1.0,0,15,0,1.0,0,2026-08-30T09:08:07.737088+00:00,88.572,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,130,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T09:09:36.310867+00:00,97.831,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,131,dual_0,0,min2,ok,,codemaster_failure,,1,3,0.3333333333333333,False,0,9,8,0.1111111111111111,1,4,0,1.0,0,2026-08-30T09:11:14.142527+00:00,34.53,Codemaster google/gemini-2.5-flash/translate_pipeline failed after 6 attempts: clue 'חוף' must not be a word already on the board,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,132,dual_0,0,min2,ok,,win,,5,9,1.0,False,0,7,2,0.7142857142857143,0,14,1,0.9285714285714286,0,2026-08-30T09:12:32.787111+00:00,78.319,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,133,dual_0,0,min2,ok,,loss,assassin,3,4,0.4444444444444444,True,1,3,0,1.0,0,7,0,1.0,0,2026-08-30T09:13:51.112958+00:00,40.705,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,134,dual_0,0,min2,ok,,win,,7,9,1.0,False,4,7,0,1.0,0,15,0,1.0,0,2026-08-30T09:14:32.347141+00:00,89.595,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,135,dual_0,0,min2,ok,,win,,7,9,1.0,False,3,7,0,1.0,0,15,0,1.0,0,2026-08-30T09:16:10.360750+00:00,88.755,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,136,dual_0,0,min2,ok,,win,,7,9,1.0,False,2,8,1,0.875,0,15,0,1.0,0,2026-08-30T09:18:15.963056+00:00,90.324,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,137,dual_0,0,min2,ok,,win,,8,9,1.0,False,3,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-30T09:19:46.287245+00:00,99.236,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,138,dual_0,0,min2,ok,,win,,9,9,1.0,False,3,9,0,1.0,0,17,0,1.0,0,2026-08-30T09:21:26.029402+00:00,103.327,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,139,dual_0,0,min2,ok,,loss,assassin,8,8,0.8888888888888888,True,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T09:23:19.179327+00:00,95.788,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,140,dual_0,0,min2,ok,,win,,10,9,1.0,False,5,10,0,1.0,0,18,0,1.0,0,2026-08-30T09:25:59.802300+00:00,112.206,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,141,dual_0,0,min2,ok,,loss,assassin,10,8,0.8888888888888888,True,3,15,5,0.6666666666666666,0,18,0,1.0,0,2026-08-30T09:27:52.008225+00:00,122.108,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,142,dual_0,0,min2,ok,,win,,7,9,1.0,False,1,7,0,1.0,0,16,1,0.9375,0,2026-08-30T09:29:54.116917+00:00,87.526,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,143,dual_0,0,min2,ok,,loss,assassin,3,3,0.3333333333333333,True,1,3,0,1.0,0,6,0,1.0,0,2026-08-30T09:30:56.613518+00:00,36.027,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,144,dual_0,0,min2,ok,,win,,5,9,1.0,False,2,5,0,1.0,0,13,0,1.0,0,2026-08-30T09:31:32.641149+00:00,71.558,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,145,dual_0,0,min2,ok,,win,,9,9,1.0,False,3,9,0,1.0,0,17,0,1.0,0,2026-08-30T09:32:44.199244+00:00,107.122,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,146,dual_0,0,min2,ok,,win,,6,9,1.0,False,1,6,0,1.0,0,14,0,1.0,0,2026-08-30T09:34:31.321871+00:00,80.061,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,147,dual_0,0,min2,ok,,loss,assassin,4,6,0.6666666666666666,True,1,5,1,0.8,0,10,0,1.0,0,2026-08-30T09:35:51.383560+00:00,61.223,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,148,dual_0,0,min2,ok,,win,,7,9,1.0,False,2,8,1,0.875,0,16,1,0.9375,0,2026-08-30T09:36:52.606977+00:00,90.647,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,149,dual_0,0,min2,ok,,win,,7,9,1.0,False,0,9,2,0.7777777777777778,0,15,0,1.0,0,2026-08-30T09:38:23.254203+00:00,91.588,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,30,dual_0,0,min2,ok,,loss,assassin,4,4,0.4444444444444444,True,0,4,0,1.0,0,8,0,1.0,0,2026-08-30T06:49:32.514177+00:00,49.221,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,31,dual_0,0,min2,ok,,loss,assassin,3,3,0.3333333333333333,True,0,3,0,1.0,0,6,0,1.0,0,2026-08-30T06:50:21.736407+00:00,46.237,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,32,dual_0,0,min2,ok,,loss,assassin,2,4,0.4444444444444444,True,0,2,0,1.0,0,6,0,1.0,0,2026-08-30T06:51:50.122557+00:00,31.608,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,33,dual_0,0,min2,ok,,win,,10,9,1.0,False,4,10,0,1.0,0,18,0,1.0,0,2026-08-30T06:53:03.057896+00:00,114.307,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,34,dual_0,0,min2,ok,,loss,assassin,5,4,0.4444444444444444,True,2,5,0,1.0,0,9,0,1.0,0,2026-08-30T06:54:57.366558+00:00,56.527,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,35,dual_0,0,min2,ok,,win,,6,9,1.0,False,1,6,0,1.0,0,14,0,1.0,0,2026-08-30T06:55:53.894142+00:00,78.883,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,36,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T06:57:48.713374+00:00,97.364,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,37,dual_0,0,min2,ok,,loss,assassin,6,7,0.7777777777777778,True,3,8,2,0.75,0,13,0,1.0,0,2026-08-30T06:59:52.858173+00:00,80.927,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,38,dual_0,0,min2,ok,,win,,6,9,1.0,False,3,6,0,1.0,0,14,0,1.0,0,2026-08-30T07:01:13.787953+00:00,80.886,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,39,dual_0,0,min2,ok,,win,,8,9,1.0,False,3,10,2,0.8,0,16,0,1.0,0,2026-08-30T07:02:34.664599+00:00,113.274,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,40,dual_0,0,min2,ok,,win,,11,9,1.0,False,5,12,1,0.9166666666666666,0,19,0,1.0,0,2026-08-30T07:04:27.938585+00:00,135.949,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,41,dual_0,0,min2,ok,,win,,8,9,1.0,False,3,8,0,1.0,0,16,0,1.0,0,2026-08-30T07:06:43.888885+00:00,97.115,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,42,dual_0,0,min2,ok,,win,,9,9,1.0,False,4,10,1,0.9,0,18,1,0.9444444444444444,0,2026-08-30T07:08:21.004826+00:00,106.686,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,43,dual_0,0,min2,ok,,win,,8,9,1.0,False,2,8,0,1.0,0,16,0,1.0,0,2026-08-30T07:10:07.691545+00:00,99.051,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,44,dual_0,0,min2,ok,,loss,assassin,1,1,0.1111111111111111,True,0,1,0,1.0,0,2,0,1.0,0,2026-08-30T07:11:46.744760+00:00,12.193,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,45,dual_0,0,min2,ok,,win,,9,9,1.0,False,4,9,0,1.0,0,17,0,1.0,0,2026-08-30T07:12:07.874182+00:00,106.186,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,46,dual_0,0,min2,ok,,codemaster_failure,,1,2,0.2222222222222222,False,0,9,8,0.1111111111111111,1,3,0,1.0,0,2026-08-30T07:13:54.061243+00:00,33.699,Codemaster google/gemini-2.5-flash/translate_pipeline failed after 6 attempts: clue 'קשר' must not be a word already on the board,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,47,dual_0,0,min2,ok,,win,,7,9,1.0,False,4,7,0,1.0,0,15,0,1.0,0,2026-08-30T07:15:42.478595+00:00,88.349,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,48,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T07:17:10.828528+00:00,97.824,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,49,dual_0,0,min2,ok,,loss,assassin,6,6,0.6666666666666666,True,2,6,0,1.0,0,12,0,1.0,0,2026-08-30T07:18:17.286569+00:00,74.882,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,50,dual_0,0,min2,ok,,loss,assassin,1,0,0.0,True,0,1,0,1.0,0,1,0,1.0,0,2026-08-30T07:19:32.169918+00:00,13.136,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,51,dual_0,0,min2,ok,,win,,10,9,1.0,False,3,10,0,1.0,0,18,0,1.0,0,2026-08-30T07:19:54.636934+00:00,113.982,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,52,dual_0,0,min2,ok,,loss,assassin,1,1,0.1111111111111111,True,0,1,0,1.0,0,2,0,1.0,0,2026-08-30T07:21:48.620089+00:00,15.064,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,53,dual_0,0,min2,ok,,loss,assassin,6,7,0.7777777777777778,True,1,7,1,0.8571428571428571,0,13,0,1.0,0,2026-08-30T07:22:40.716944+00:00,77.445,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,54,dual_0,0,min2,ok,,loss,assassin,2,2,0.2222222222222222,True,1,2,0,1.0,0,4,0,1.0,0,2026-08-30T07:23:58.163061+00:00,25.157,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,55,dual_0,0,min2,ok,,win,,8,9,1.0,False,2,9,1,0.8888888888888888,0,17,1,0.9411764705882353,0,2026-08-30T07:25:32.288662+00:00,98.012,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,56,dual_0,0,min2,ok,,loss,assassin,5,6,0.6666666666666666,True,2,5,0,1.0,0,11,0,1.0,0,2026-08-30T07:27:10.303102+00:00,65.364,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,57,dual_0,0,min2,ok,,win,,9,9,1.0,False,3,9,0,1.0,0,17,0,1.0,0,2026-08-30T07:28:15.667345+00:00,106.204,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,58,dual_0,0,min2,ok,,loss,assassin,6,6,0.6666666666666666,True,3,6,0,1.0,0,12,0,1.0,0,2026-08-30T07:30:01.872468+00:00,72.621,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,59,dual_0,0,min2,ok,,win,,7,9,1.0,False,0,7,0,1.0,0,15,0,1.0,0,2026-08-30T07:30:52.854516+00:00,89.214,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,60,dual_0,0,min2,ok,,win,,7,9,1.0,False,0,7,0,1.0,0,15,0,1.0,0,2026-08-30T07:31:30.821498+00:00,87.051,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,61,dual_0,0,min2,ok,,loss,assassin,4,6,0.6666666666666666,True,0,4,0,1.0,0,10,0,1.0,0,2026-08-30T07:32:57.873611+00:00,56.042,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,62,dual_0,0,min2,ok,,loss,assassin,1,2,0.2222222222222222,True,0,1,0,1.0,0,3,0,1.0,0,2026-08-30T07:34:00.653483+00:00,15.84,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,63,dual_0,0,min2,ok,,loss,assassin,1,1,0.1111111111111111,True,0,1,0,1.0,0,2,0,1.0,0,2026-08-30T07:35:10.593960+00:00,12.11,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,64,dual_0,0,min2,ok,,loss,assassin,1,0,0.0,True,0,1,0,1.0,0,1,0,1.0,0,2026-08-30T07:35:35.754596+00:00,8.621,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,65,dual_0,0,min2,ok,,win,,5,9,1.0,False,2,5,0,1.0,0,13,0,1.0,0,2026-08-30T07:36:40.658230+00:00,71.963,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,66,dual_0,0,min2,ok,,loss,assassin,4,5,0.5555555555555556,True,1,4,0,1.0,0,9,0,1.0,0,2026-08-30T07:37:52.621529+00:00,52.222,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,67,dual_0,0,min2,ok,,win,,7,9,1.0,False,1,12,5,0.5833333333333334,0,15,0,1.0,0,2026-08-30T07:38:44.843292+00:00,100.588,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,68,dual_0,0,min2,ok,,win,,6,9,1.0,False,2,6,0,1.0,0,14,0,1.0,0,2026-08-30T07:40:25.431143+00:00,87.307,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,69,dual_0,0,min2,ok,,win,,7,9,1.0,False,4,7,0,1.0,0,15,0,1.0,0,2026-08-30T07:41:52.737906+00:00,89.156,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,70,dual_0,0,min2,ok,,loss,assassin,2,0,0.0,True,1,2,0,1.0,0,2,0,1.0,0,2026-08-30T07:43:25.182539+00:00,17.203,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,71,dual_0,0,min2,ok,,win,,9,9,1.0,False,5,10,1,0.9,0,17,0,1.0,0,2026-08-30T07:43:42.386031+00:00,106.525,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,72,dual_0,0,min2,ok,,loss,assassin,2,1,0.1111111111111111,True,1,2,0,1.0,0,3,0,1.0,0,2026-08-30T07:45:28.913187+00:00,20.774,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,73,dual_0,0,min2,ok,,win,,7,9,1.0,False,1,7,0,1.0,0,15,0,1.0,0,2026-08-30T07:45:49.687273+00:00,90.502,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,74,dual_0,0,min2,ok,,loss,assassin,8,8,0.8888888888888888,True,4,13,5,0.6153846153846154,0,16,0,1.0,0,2026-08-30T07:47:20.188791+00:00,106.764,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,75,dual_0,0,min2,ok,,loss,assassin,5,5,0.5555555555555556,True,2,5,0,1.0,0,10,0,1.0,0,2026-08-30T07:49:24.803626+00:00,60.929,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,76,dual_0,0,min2,ok,,win,,8,9,1.0,False,4,8,0,1.0,0,16,0,1.0,0,2026-08-30T07:51:00.993265+00:00,96.478,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,77,dual_0,0,min2,ok,,win,,6,9,1.0,False,1,6,0,1.0,0,14,0,1.0,0,2026-08-30T07:52:37.470063+00:00,80.296,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,78,dual_0,0,min2,ok,,win,,6,9,1.0,False,2,6,0,1.0,0,14,0,1.0,0,2026-08-30T07:53:57.765966+00:00,80.504,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,79,dual_0,0,min2,ok,,win,,6,9,1.0,False,2,6,0,1.0,0,14,0,1.0,0,2026-08-30T07:55:55.355455+00:00,80.455,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,80,dual_0,0,min2,ok,,codemaster_failure,,4,7,0.7777777777777778,False,1,14,10,0.2857142857142857,1,12,1,0.9166666666666666,0,2026-08-30T07:57:16.087304+00:00,79.308,Codemaster google/gemini-2.5-flash/translate_pipeline failed after 6 attempts: intended_targets not on board: ['פצצה'],
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,81,dual_0,0,min2,ok,,loss,assassin,5,7,0.7777777777777778,True,0,5,0,1.0,0,17,6,0.6470588235294118,1,2026-08-30T07:58:39.547022+00:00,71.725,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,82,dual_0,0,min2,ok,,loss,assassin,4,4,0.4444444444444444,True,1,4,0,1.0,0,8,0,1.0,0,2026-08-30T08:00:11.891761+00:00,47.99,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,83,dual_0,0,min2,ok,,win,,8,9,1.0,False,2,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:00:59.881506+00:00,97.315,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,84,dual_0,0,min2,ok,,loss,assassin,5,4,0.4444444444444444,True,3,5,0,1.0,0,9,0,1.0,0,2026-08-30T08:02:11.613572+00:00,56.62,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,85,dual_0,0,min2,ok,,win,,8,9,1.0,False,5,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:03:03.744263+00:00,98.051,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,86,dual_0,0,min2,ok,,loss,assassin,3,4,0.4444444444444444,True,0,3,0,1.0,0,7,0,1.0,0,2026-08-30T08:04:41.794859+00:00,40.177,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,87,dual_0,0,min2,ok,,win,,6,9,1.0,False,4,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:05:21.971581+00:00,78.756,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,88,dual_0,0,min2,ok,,loss,assassin,6,8,0.8888888888888888,True,1,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:06:54.313550+00:00,78.848,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,89,dual_0,0,min2,ok,,win,,7,9,1.0,False,2,7,0,1.0,0,15,0,1.0,0,2026-08-30T08:08:34.500824+00:00,89.621,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,90,dual_0,0,min2,ok,,loss,assassin,6,8,0.8888888888888888,True,3,6,0,1.0,0,14,0,1.0,0,2026-08-30T08:10:24.624774+00:00,81.345,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,91,dual_0,0,min2,ok,,loss,assassin,7,7,0.7777777777777778,True,3,7,0,1.0,0,14,0,1.0,0,2026-08-30T08:12:08.678247+00:00,85.237,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,92,dual_0,0,min2,ok,,win,,5,9,1.0,False,1,5,0,1.0,0,13,0,1.0,0,2026-08-30T08:13:23.633527+00:00,72.367,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,93,dual_0,0,min2,ok,,win,,8,9,1.0,False,2,8,0,1.0,0,17,1,0.9411764705882353,0,2026-08-30T08:14:35.999466+00:00,97.816,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,94,dual_0,0,min2,ok,,win,,8,9,1.0,False,3,8,0,1.0,0,16,0,1.0,0,2026-08-30T08:16:13.815215+00:00,99.384,,
google/gemini-2.5-flash,translate_pipeline,google/gemini-2.5-flash,95,dual_0,0,min2,ok,,win,,10,9,1.0,False,4,10,0,1.0,0,18,0,1.0,0,2026-08-30T08:17:53.197877+00:00,116.81,,
